filename,eye_width_left,eye_width_right,eye_spacing,eye_height_left,eye_height_right,nose_length,nose_width,mouth_width,mouth_height,cheek_width,jaw_width,eyebrow_length_left,eyebrow_length_right,forehead_to_eyebrow,eyebrow_to_eye,eye_to_nose,nose_to_mouth,mouth_to_chin,eye_tilt,nose_deviation,mouth_tilt,eye_symmetry,eyebrow_symmetry,face_aspect_ratio,eye_mouth_ratio,nose_mouth_ratio,upper_lower_face
dicaprio.png,0.3131681158532193,0.3112258912920934,0.3890401774822542,0.03552133709546297,0.03466255672238935,0.24401561937188807,0.5114645633669462,0.6256915183112127,0.10304417298205165,1.730775500778601,1.4203842648637783,0.6026395379254424,0.6027326550895822,0.22309779152760054,0.18039276256474737,0.41315310963399354,0.16434402301657264,0.26990246770256426,0.2923635257874528,0.0031342106950306226,1.0202674137969563,0.001942224561125916,9.311716413973326e-05,0.5983321262627965,0.6217763324206507,0.8174388630797275,0.6089014981095568
hakimi1.png,0.3151320816331394,0.31298806164852144,0.38354968620715524,0.04004689357509224,0.045486151163220405,0.24609204178231703,0.5143831141831747,0.6547065046437861,0.1305318981002038,1.6252147689930485,1.3981872605252965,0.579576972388835,0.5759768669293183,0.20694808934504122,0.18321076333966677,0.41446544219970627,0.16441349793661622,0.25796180919246026,0.5560978795563827,0.017859674682514298,2.298560198412646,0.0021440199846179397,0.0036001054595167226,0.6012219140746661,0.5858345433971787,0.7856697780374753,0.6373559407020252
hakimi2.png,0.310970796727124,0.3043715761456718,0.39650834198054885,0.03826579624191459,0.03260222044258162,0.2509648123702157,0.5501697065739993,0.8424806343976629,0.17466290448738117,1.6208062171752018,1.39633195904549,0.5623999175327886,0.5657209440953501,0.21067397865634707,0.18275771200084234,0.43104977199773287,0.16721913401086191,0.23714685284762865,0.002056608329031851,0.016749004737258242,1.8529107671011344,0.0065992205814522364,0.003321026562561502,0.6213253603328609,0.4706438650237167,0.6530354338261399,0.7051290158466207
hakimi3.png,0.3071106061076875,0.303650480078848,0.40057312296534003,0.02991184630121753,0.03572177428501956,0.2513807989129492,0.5796431549141634,0.8634070948375964,0.178533757210756,1.6281117288556821,1.4274681647528507,0.5803936707074226,0.5740341275043813,0.20323908403001073,0.18839069889559373,0.4253729520498065,0.16139658972005788,0.24529876365539463,0.003981851853832042,0.02008862344750569,2.3940100432892137,0.003460126028839494,0.006359543203041329,0.6051646382987199,0.46394467379340487,0.6713439794274474,0.6579592197504998
hakimi4.png,0.30840173908503,0.3070260362358811,0.3962757344459808,0.030832658291441353,0.03689378994212023,0.2531011569751516,0.5563898942690152,0.8309721886071194,0.18031355576371527,1.6339193692829508,1.419182763231662,0.5766947928833693,0.5704451448027666,0.20773046178589194,0.18383454683172423,0.4366555741598483,0.15325924354502932,0.23788877489867902,0.18622482575423974,0.001883753671855211,2.2292752864177627,0.0013757028491488965,0.006249648080602688,0.6129696029013727,0.4768820664265799,0.6695650009678895,0.6442474520617065
haland.png,0.32633121630829737,0.29686898391814087,0.38998164618015824,0.05051545003980406,0.050799097981534445,0.21866084711643669,0.5269519241040087,0.7843011429849475,0.10981683129693515,1.722345907532574,1.442966088307998,0.6095168434373763,0.5703938578679935,0.2184148062678937,0.19044965985607704,0.39019446239501465,0.17482577400739743,0.2755931308207899,0.2564565819806841,0.03855017938420606,1.111988034593006,0.029462232390156495,0.03912298556938287,0.5780570095155362,0.497234575861944,0.6718744819094598,0.6343618476378607
lewandofski.png,0.31324597710764085,0.32458423543455933,0.3741079674457194,0.04863494556168696,0.05109676090176236,0.23676887037512584,0.49307158667172646,0.6531886858154791,0.0845032470360046,1.7115458567584625,1.4407440643388918,0.5852859329399401,0.6016885476582864,0.19325840049512988,0.1761447029974233,0.40741460320841816,0.18622142957570098,0.2714983469063745,0.19545703754718158,0.018960754357457813,-0.5350229265532866,0.011338258326918482,0.016402614718346253,0.5778763109710677,0.5727410403299639,0.7548685355076948,0.6859026024968504
messi1.png,0.316302563559666,0.31035929011193325,0.38422818333089553,0.044969098320456605,0.04383617797994223,0.239330335935539,0.492175466318476,0.579264846620403,0.1013136852334389,1.695954061295383,1.4066701892858775,0.590167692717468,0.582903397928736,0.2309812755513617,0.1880063193425393,0.40724418025802084,0.1867295256069209,0.2544774573411627,0.8184391880881434,0.04094134327325672,0.6189479497056424,0.0059432734477327664,0.007264294788732029,0.6100185605003801,0.6633031256299995,0.8496553332900634,0.7337762653719899
messi2.png,0.32957157435284323,0.32170322025592835,0.36194835755863775,0.05048817124834639,0.04571978615359429,0.23273039553077685,0.47362196189890715,0.5748197390524732,0.08235869603234659,1.7030760163399723,1.3953777735914712,0.5993158431840389,0.588701457007393,0.22298992326645484,0.1796764253228887,0.39012312432557195,0.17858707540319035,0.2735624668411793,0.378309295854724,0.029308875277932234,-0.03364488188630559,0.007868354096914887,0.010614386176645896,0.5729435727306237,0.6296728051741397,0.8239486742045786,0.6528200704472774
messi3.png,0.3340409238857605,0.328863062700874,0.3492123771076202,0.058527419156179206,0.05603951822505223,0.23547716468358912,0.46606660476639145,0.5566947590535284,0.09281644454804178,1.6683087575555613,1.3481111010299336,0.5820298920698391,0.5736186129442472,0.22646452790404187,0.18846761864344144,0.39067542823735185,0.1838606157361115,0.25651355734148834,-0.22295549908361886,0.02978293877256034,-0.20768090300710007,0.005177861184886501,0.00841127912559192,0.6142070703021745,0.6272959668263054,0.8372031480209737,0.7167676066480481
